Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Issue,Volume,Journal Abbreviation,Publisher,Language,Rights,Library Catalog,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags
PV9ZJUJR,journalArticle,2019,"Gale, Robert; Chen, Liu; Dolata, Jill; van Santen, Jan; Asgari, Meysam",Improving ASR Systems for Children with Autism and Language Impairment Using Domain-Focused DNN Transfer Techniques,Interspeech,,2308-457X,10.21437/Interspeech.2019-3161,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7575194/,"This study explores building and improving an automatic speech recognition (ASR) system for children aged 6–9 years and diagnosed with autism spectrum disorder (ASD), language impairment (LI), or both. Working with only 1.5 hours of target data in which children perform the Clinical Evaluation of Language Fundamentals Recalling Sentences task, we apply deep neural network (DNN) weight transfer techniques to adapt a large DNN model trained on the LibriSpeech corpus of adult speech. To begin, we aim to find the best proportional training rates of the DNN layers. Our best configuration yields a 29.38% word error rate (WER). Using this configuration, we explore the effects of quantity and similarity of data augmentation in transfer learning. We augment our training with portions of the OGI Kids’ Corpus, adding 4.6 hours of typically developing speakers aged kindergarten through 3rd grade. We find that 2nd grade data alone — approximately the mean age of the target data — outperforms other grades and all the sets combined. Doubling the data for 1st, 2nd, and 3rd grade, we again compare each grade as well as pairs of grades. We find the combination of 1st and 2nd grade performs best at a 26.21% WER.",2019-09,9/26/2024 18:11,5/29/2025 12:59,9/26/2024 18:11,15-Nov,,2019,Interspeech,,,,PubMed Central,PMID: 33088838 PMCID: PMC7575194,,C:\Users\damru\Zotero\storage\JJGBTYAU\Gale et al. - 2019 - Improving ASR Systems for Children with Autism and.pdf; ; ,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7575194/pdf/nihms-1052986.pdf; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7575194/,,
GWEU8DKR,book,2019,"Ramteke, Pravin; Supanekar, Sujata; Hegde, Pradyoth; Nelson, Hanna; Aithal, Venkataraja; Koolagudi, Shashidhar",NITK Kids’ Speech Corpus,,,,,,,9/15/2019,9/26/2024 18:04,5/29/2025 12:59,,,,,,,,,ResearchGate,Pages: 335 DOI: 10.21437/Interspeech.2019-2061,,C:\Users\damru\Zotero\storage\W3TGIPI2\Ramteke et al. - 2019 - NITK Kids’ Speech Corpus.pdf; ; ,https://www.researchgate.net/profile/Pradyoth-Hegde/publication/335829087_NITK_Kids'_Speech_Corpus/links/5db84cdba6fdcc2128eb86a3/NITK-Kids-Speech-Corpus.pdf; https://www.researchgate.net/publication/335829087_NITK_Kids%27_Speech_Corpus,,
3FTKPNY4,journalArticle,2011,"Kraleva, Radoslava",Design and development a children’s speech database,Natural Science,,,,,"The report presents the process of planning, designing and the development of a database of spoken children’s speech whose native language is Bulgarian. The proposed model is designed for children between the age of 4 and 6 without speech disorders, and reflects their specific capabilities. At this age most children cannot read, there is no sustained concentration, they are emotional, etc. The aim is to unite all the media information accompanying the recording and processing of spoken speech, thereby to facilitate the work of researchers in the field of speech recognition. This database will be used for the development of systems for children’s speech recognition, children's speech synthesis systems, games which allow voice control, etc. As a result of the proposed model a prototype system for speech recognition is presented.",2011,9/26/2024 16:14,5/29/2025 10:02,,,,,,,en,,Zotero,,,C:\Users\damru\Zotero\storage\FRJ7U4KR\Kraleva - 2011 - Design and development a children’s speech databas.pdf; ,https://arxiv.org/pdf/1605.07735,,
RT9696B5,conferencePaper,2021,"Xu, Runxin; Luo, Fuli; Zhang, Zhiyuan; Tan, Chuanqi; Chang, Baobao; Huang, Songfang; Huang, Fei",Raise a Child in Large Language Model: Towards Effective and Generalizable Fine-tuning,Proceedings of the 2021 Conference on Empirical Methods in Natural Language Processing,,,10.18653/v1/2021.emnlp-main.749,https://aclanthology.org/2021.emnlp-main.749,"Recent pretrained language models extend from millions to billions of parameters. Thus the need to fine-tune an extremely large pretrained model with a limited training corpus arises in various downstream tasks. In this paper, we propose a straightforward yet effective fine-tuning technique, Child-Tuning, which updates a subset of parameters (called child network) of large pretrained models via strategically masking out the gradients of the non-child network during the backward process. Experiments on various downstream tasks in GLUE benchmark show that Child-Tuning consistently outperforms the vanilla fine-tuning by 1.5 8.6 average score among four different pretrained models, and surpasses the prior fine-tuning techniques by 0.6 1.3 points. Furthermore, empirical results on domain transfer and task transfer show that Child-Tuning can obtain better generalization performance by large margins.",2021-11,9/10/2024 21:18,5/29/2025 9:59,9/10/2024 21:18,9514–9528,,,,Association for Computational Linguistics,,,ACLWeb,,,C:\Users\damru\Zotero\storage\A4J4Y889\Xu et al. - 2021 - Raise a Child in Large Language Model Towards Eff.pdf; ,https://aclanthology.org/2021.emnlp-main.749.pdf,,
79QUI6X7,conferencePaper,2024,"Southwell, Rosy; Ward, Wayne; Trinh, Viet Anh; Clevenger, Charis; Clevenger, Clay; Watts, Emily; Reitman, Jason; D’Mello, Sidney; Whitehill, Jacob",Automatic Speech Recognition Tuned for Child Speech in the Classroom,"ICASSP 2024 - 2024 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",979-8-3503-4485-1,,10.1109/ICASSP48485.2024.10447428,https://ieeexplore.ieee.org/document/10447428/,,4/14/2024,9/10/2024 20:54,5/29/2025 12:58,9/10/2024 20:54,12291-12295,,,,IEEE,en,https://doi.org/10.15223/policy-029,DOI.org (Crossref),,,C:\Users\damru\Zotero\storage\3Y2PML24\Southwell et al. - 2024 - Automatic Speech Recognition Tuned for Child Speec.pdf; ,https://www.colorado.edu/research/ai-institute/sites/default/files/attached-files/childasr_icassp24_camera-ready_0.pdf,,
DHPET2YT,preprint,2020,"Kawakami, Kazuya; Wang, Luyu; Dyer, Chris; Blunsom, Phil; Oord, Aaron van den",Learning Robust and Multilingual Speech Representations,,,,10.48550/arXiv.2001.11128,http://arxiv.org/abs/2001.11128,"Unsupervised speech representation learning has shown remarkable success at finding representations that correlate with phonetic structures and improve downstream speech recognition performance. However, most research has been focused on evaluating the representations in terms of their ability to improve the performance of speech recognition systems on read English (e.g. Wall Street Journal and LibriSpeech). This evaluation methodology overlooks two important desiderata that speech representations should have: robustness to domain shifts and transferability to other languages. In this paper we learn representations from up to 8000 hours of diverse and noisy speech data and evaluate the representations by looking at their robustness to domain shifts and their ability to improve recognition performance in many languages. We find that our representations confer significant robustness advantages to the resulting recognition systems: we see significant improvements in out-of-domain transfer relative to baseline feature sets and the features likewise provide improvements in 25 phonetically diverse languages including tonal languages and low-resource languages.",1/29/2020,8/1/2024 18:02,5/29/2025 10:02,8/1/2024 18:02,,,,,arXiv,,,arXiv.org,"arXiv:2001.11128 [cs, eess]",,C:\Users\damru\Zotero\storage\LCMEEQRM\Kawakami et al. - 2020 - Learning Robust and Multilingual Speech Representa.pdf; ; C:\Users\damru\Zotero\storage\QAJD64E4\2001.html; ,https://arxiv.org/pdf/2001.11128.pdf; https://arxiv.org/abs/2001.11128,,Electrical Engineering and Systems Science - Audio and Speech Processing; Computer Science - Computation and Language; Computer Science - Machine Learning
DF3B47SG,journalArticle,2022,"Mohamed, Abdelrahman; Lee, Hung-yi; Borgholt, Lasse; Havtorn, Jakob D.; Edin, Joakim; Igel, Christian; Kirchhoff, Katrin; Li, Shang-Wen; Livescu, Karen; Maaløe, Lars; Sainath, Tara N.; Watanabe, Shinji",Self-Supervised Speech Representation Learning: A Review,IEEE Journal of Selected Topics in Signal Processing,,"1932-4553, 1941-0484",10.1109/JSTSP.2022.3207050,http://arxiv.org/abs/2205.10643,"Although supervised deep learning has revolutionized speech and audio processing, it has necessitated the building of specialist models for individual tasks and application scenarios. It is likewise difficult to apply this to dialects and languages for which only limited labeled data is available. Self-supervised representation learning methods promise a single universal model that would benefit a wide variety of tasks and domains. Such methods have shown success in natural language processing and computer vision domains, achieving new levels of performance while reducing the number of labels required for many downstream scenarios. Speech representation learning is experiencing similar progress in three main categories: generative, contrastive, and predictive methods. Other approaches rely on multi-modal data for pre-training, mixing text or visual data streams with speech. Although self-supervised speech representation is still a nascent research area, it is closely related to acoustic word embedding and learning with zero lexical resources, both of which have seen active research for many years. This review presents approaches for self-supervised speech representation learning and their connection to other research areas. Since many current methods focus solely on automatic speech recognition as a downstream task, we review recent efforts on benchmarking learned representations to extend the application beyond speech recognition.",2022-10,8/1/2024 16:48,5/29/2025 12:59,8/1/2024 16:48,1179-1210,6,16,IEEE J. Sel. Top. Signal Process.,,,,arXiv.org,"arXiv:2205.10643 [cs, eess]",,C:\Users\damru\Zotero\storage\SFQZ8IT8\Mohamed et al. - 2022 - Self-Supervised Speech Representation Learning A .pdf; ; C:\Users\damru\Zotero\storage\P9AKADGQ\2205.html; ,https://arxiv.org/pdf/2205.10643.pdf; https://arxiv.org/abs/2205.10643,,Computer Science - Sound; Electrical Engineering and Systems Science - Audio and Speech Processing; Computer Science - Computation and Language
PGSMEJF2,conferencePaper,2021,"Cumbal, Ronald; Moell, Birger; Águas Lopes, José David; Engwall, Olov",“You don’t understand me!”: Comparing ASR results for L1 and L2 speakers of Swedish,"22nd Annual Conference of the International Speech Communication Association, INTERSPEECH 2021, Brno, 30 August 2021, through 3 September 2021",,,,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1663482,,2021,4/9/2024 4:27,5/29/2025 11:52,4/9/2024 4:27,96–100,,,,International Speech Communication Association,,,Google Scholar,,,C:\Users\damru\Zotero\storage\8FE4KID8\Cumbal et al. - 2021 - “You don’t understand me!” Comparing ASR results .pdf; ,https://www.diva-portal.org/smash/get/diva2:1663482/FULLTEXT01.pdf,,
P5Q58F9Y,journalArticle,2023,"Lüdtke, Ulrike; Bornman, Juan; De Wet, Febe; Heid, Ulrich; Ostermann, Jörn; Rumberg, Lars; Van der Linde, Jeannie; Ehlert, Hanna",Multidisciplinary Perspectives on Automatic Analysis of Children’s Language Samples: Where Do We Go from Here?,Folia Phoniatrica et Logopaedica,,,,https://karger.com/fpl/article-abstract/75/1/1/841975,,2023,4/9/2024 4:37,5/29/2025 10:02,4/9/2024 4:37,1–12,1,75,,,,,Google Scholar,Number: 1,,C:\Users\damru\Zotero\storage\4PJP9CM7\Lüdtke et al. - 2023 - Multidisciplinary Perspectives on Automatic Analys.pdf; ,https://repository.up.ac.za/bitstream/handle/2263/92336/Ludtke_Multidisciplinary_2023.pdf?sequence=1,,
F2T6B2EG,conferencePaper,2021,"Xu, Gaopeng; Yang, Song; Ma, Lu; Li, Chengfei; Wu, Zhongqin",The TAL System for the INTERSPEECH2021 Shared Task on Automatic Speech Recognition for Non-Native Childrens Speech.,Interspeech,,,,https://www.isca-archive.org/interspeech_2021/xu21c_interspeech.pdf,,2021,4/9/2024 4:39,5/29/2025 9:59,4/9/2024 4:39,1294–1298,,,,,,,Google Scholar,,,C:\Users\damru\Zotero\storage\2J9EQM3V\Xu et al. - 2021 - The TAL System for the INTERSPEECH2021 Shared Task.pdf; ,https://www.isca-archive.org/interspeech_2021/xu21c_interspeech.pdf,,
LMQ9HWRG,journalArticle,2023,"Ravishankar, Vinit","Understanding Multilingual Language Models: Training, Representation and Architecture",,,,,https://www.duo.uio.no/handle/10852/102833,,2023,4/11/2024 23:00,5/29/2025 12:59,4/11/2024 23:00,,,,,,,,Google Scholar,,,C:\Users\damru\Zotero\storage\UP6HBVEI\Ravishankar - 2023 - Understanding Multilingual Language Models Traini.pdf; ,https://www.duo.uio.no/bitstream/handle/10852/102833/PhD-Ravishankar-2023.pdf?sequence=1,,
UYFGMGGM,journalArticle,2022,"Mustafa, Mumtaz Begum; Yusoof, Mansoor Ali; Khalaf, Hasan Kahtan; Rahman Mahmoud Abushariah, Ahmad Abdel; Kiah, Miss Laiha Mat; Ting, Hua Nong; Muthaiyah, Saravanan",Code-switching in automatic speech recognition: The issues and future directions,Applied Sciences,,,,https://www.mdpi.com/2076-3417/12/19/9541,,2022,4/11/2024 23:14,5/29/2025 10:01,4/11/2024 23:14,9541,19,12,,,,,Google Scholar,Number: 19 Publisher: MDPI,,C:\Users\damru\Zotero\storage\TXW92UIY\Begum Mustafa et al. - 2022 - Code-Switching in Automatic Speech Recognition Th.pdf; ; ,https://www.mdpi.com/2076-3417/12/19/9541; https://figshare.cardiffmet.ac.uk/articles/journal_contribution/Code-Switching_in_Automatic_Speech_Recognition_The_Issues_and_Future_Directions/21511053/1/files/38126151.pdf,,multilingual speech recognition; automatic speech recognition system; bilingual speech recognition; code-switching; evaluation metrics; language and acoustic models
8NVK2K6U,preprint,2024,"Zhou, Zhong",Massively Multilingual Text Translation For Low-Resource Languages,,,,,http://arxiv.org/abs/2401.16582,"Translation into severely low-resource languages has both the cultural goal of saving and reviving those languages and the humanitarian goal of assisting the everyday needs of local communities that are accelerated by the recent COVID-19 pandemic. In many humanitarian efforts, translation into severely low-resource languages often does not require a universal translation engine, but a dedicated text-specific translation engine. For example, healthcare records, hygienic procedures, government communication, emergency procedures and religious texts are all limited texts. While generic translation engines for all languages do not exist, translation of multilingually known limited texts into new, low-resource languages may be possible and reduce human translation effort. We attempt to leverage translation resources from rich-resource languages to efficiently produce best possible translation quality for well known texts, which are available in multiple languages, in a new, low-resource language. To reach this goal, we argue that in translating a closed text into low-resource languages, generalization to out-of-domain texts is not necessary, but generalization to new languages is. Performance gain comes from massive source parallelism by careful choice of close-by language families, style-consistent corpus-level paraphrases within the same language and strategic adaptation of existing large pretrained multilingual models to the domain first and then to the language. Such performance gain makes it possible for machine translation systems to collaborate with human translators to expedite the translation process into new, low-resource languages.",1/29/2024,5/29/2025 9:45,5/29/2025 9:57,4/12/2024 21:38,,,,,arXiv,,,arXiv.org,Issue: arXiv:2401.16582 arXiv:2401.16582 [cs],,C:\Users\damru\Zotero\storage\7JCL9M98\Zhou - 2024 - Massively Multilingual Text Translation For Low-Re.pdf; ; C:\Users\damru\Zotero\storage\WQF8I6TJ\2401.html; ,https://arxiv.org/pdf/2401.16582.pdf; https://arxiv.org/abs/2401.16582,,Computer Science - Computation and Language
J4XRPD3G,journalArticle,2024,"Kuhn, Korbinian; Kersken, Verena; Reuter, Benedikt; Egger, Niklas; Zimmermann, Gottfried",Measuring the Accuracy of Automatic Speech Recognition Solutions,ACM Transactions on Accessible Computing,,1936-7228,10.1145/3636513,https://dl.acm.org/doi/10.1145/3636513,"For d/Deaf and hard of hearing (DHH) people, captioning is an essential accessibility tool. Significant developments in artificial intelligence mean that automatic speech recognition (ASR) is now a part of many popular applications. This makes creating captions easy and broadly available—but transcription needs high levels of accuracy to be accessible. Scientific publications and industry report very low error rates, claiming that artificial intelligence has reached human parity or even outperforms manual transcription. At the same time, the DHH community reports serious issues with the accuracy and reliability of ASR. There seems to be a mismatch between technical innovations and the real-life experience for people who depend on transcription. Independent and comprehensive data is needed to capture the state of ASR. We measured the performance of 11 common ASR services with recordings of Higher Education lectures. We evaluated the influence of technical conditions like streaming, the use of vocabularies, and differences between languages. Our results show that accuracy ranges widely between vendors and for the individual audio samples. We also measured a significant lower quality for streaming ASR, which is used for live events. Our study shows that despite the recent improvements of ASR, common services lack reliability in accuracy.",1/9/2024,4/12/2024 21:43,5/29/2025 10:02,4/12/2024 21:43,25:1–25:23,4,16,ACM Trans. Access. Comput.,,,,ACM Digital Library,Number: 4,,C:\Users\damru\Zotero\storage\S4NRHT7Q\Kuhn et al. - 2024 - Measuring the Accuracy of Automatic Speech Recogni.pdf; ,https://dl.acm.org/doi/pdf/10.1145/3636513,,captions; real time; subtitles; Transcription
LFITLS6B,journalArticle,2007,"Genesee, Fred; Nicoladis, Elena",Bilingual first language acquisition,Blackwell handbook of language development,,,,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=262871b2accf5071b90bc663e4867b92c40c83b9,,2007,4/19/2024 21:09,5/29/2025 13:00,4/19/2024 21:09,324–342,,,,,,,Google Scholar,Publisher: Citeseer,,C:\Users\damru\Zotero\storage\VN3CY48T\Genesee - BILINGUAL FIRST LANGAUGE ACQUISITION.pdf,,,
2DU7EAFG,journalArticle,2022,"Jain, Rishabh; Barcovschi, Andrei; Yiwere, Mariam; Bigioi, Dan; Corcoran, Peter; Cucu, Horia",A Wav2vec2-Based Experimental Study on Self-Supervised Learning Methods to Improve Child Speech Recognition,,,,10.48550/ARXIV.2204.05419,https://arxiv.org/abs/2204.05419,"Despite recent advancements in deep learning technologies, Child Speech Recognition remains a challenging task. Current Automatic Speech Recognition (ASR) models require substantial amounts of annotated data for training, which is scarce. In this work, we explore using the ASR model, wav2vec2, with different pretraining and finetuning configurations for self-supervised learning (SSL) toward improving automatic child speech recognition. The pretrained wav2vec2 models were finetuned using different amounts of child speech training data, adult speech data, and a combination of both, to discover the optimum amount of data required to finetune the model for the task of child ASR. Our trained model achieves the best Word Error Rate (WER) of 7.42 on the MyST child speech dataset, 2.99 on the PFSTAR dataset and 12.47 on the CMU KIDS dataset as compared to any other previous methods. Our models outperformed the wav2vec2 BASE 960 on child speech which is considered a state-of-the-art ASR model on adult speech by just using 10 hours of child speech data in finetuning. The analysis of different types of training data and their effect on inference is also provided by using a combination of datasets in pretraining, finetuning and inference.",2022,5/29/2025 9:45,5/29/2025 12:59,7/19/2024 22:12,,,,,,,"arXiv.org perpetual, non-exclusive license",Semantic Scholar,Publisher: arXiv Version Number: 3,,C:\Users\damru\Zotero\storage\3SJUU4B7\Jain et al. - 2023 - A WAV2VEC2-Based Experimental Study on Self-Superv.pdf; ; ; ; ,https://ieeexplore.ieee.org/ielx7/6287639/10005208/10122501.pdf; https://www.semanticscholar.org/paper/A-WAV2VEC2-Based-Experimental-Study-on-Learning-to-Jain-Barcovschi/1784f193a4e15dd21ff4ae40334266bb0c3af7a9; https://www.semanticscholar.org/paper/A-WAV2VEC2-Based-Experimental-Study-on-Learning-to-Jain-Barcovschi/1784f193a4e15dd21ff4ae40334266bb0c3af7a9; https://www.semanticscholar.org/paper/Can-Self-Supervised-Learning-solve-the-problem-of-Jain-Yiwere/52e7b2074278477b276cdf11433d08335e25fb9e,,"Audio and Speech Processing (eess.AS); FOS: Computer and information sciences; FOS: Electrical engineering, electronic engineering, information engineering; Sound (cs.SD)"
4I5LJNGD,conferencePaper,2024,"Li, Jinpeng; Pu, Yu; Sun, Qi; Zhang, Wei-Qiang",Improving Whisper's Recognition Performance for Under-Represented Language Kazakh Leveraging Unpaired Speech and Text,Interspeech 2024,,,10.21437/Interspeech.2024-1790,https://www.isca-archive.org/interspeech_2024/li24ia_interspeech.html,"Whisper and other large-scale automatic speech recognition models have made significant progress in performance. However, their performance on many low-resource languages, such as Kazakh, is not satisfactory. It is worth researching how to utilize low-cost data to improve the performance of Whisper on under-represented languages. In this study, we utilized easily accessible unpaired speech and text data and combined the language model GPT with Whisper on Kazakh. We implemented end of transcript (EOT) judgment modification and hallucination penalty to improve the performance of speech recognition. Further, we employed the decoding average token log probability as a criterion to select samples from unlabeled speech data and used pseudo-labeled data to fine-tune the model to further improve its performance. Ultimately, we achieved more than 10% absolute WER reduction in multiple experiments, and the whole process has the potential to be generalized to other underrepresented languages.",9/1/2024,5/29/2025 11:30,5/29/2025 11:30,5/29/2025 11:30,2514-2518,,,,ISCA,en,,DOI.org (Crossref),,,C:\Users\damru\Zotero\storage\PHMC5XQB\Li et al. - 2024 - Improving Whisper's Recognition Performance for Under-Represented Language Kazakh Leveraging Unpaire.pdf,,,
5S98NXCN,preprint,2024,"Ferraz, Thomas Palmeira; Boito, Marcely Zanon; Brun, Caroline; Nikoulina, Vassilina",Multilingual DistilWhisper: Efficient Distillation of Multi-task Speech Models via Language-Specific Experts,,,,10.48550/arXiv.2311.01070,http://arxiv.org/abs/2311.01070,"Whisper is a multitask and multilingual speech model covering 99 languages. It yields commendable automatic speech recognition (ASR) results in a subset of its covered languages, but the model still underperforms on a non-negligible number of under-represented languages, a problem exacerbated in smaller model versions. In this work, we propose DistilWhisper, an approach able to bridge the performance gap in ASR for these languages while retaining the advantages of multitask and multilingual capabilities. Our approach involves two key strategies: lightweight modular ASR fine-tuning of whisper-small using language-specific experts, and knowledge distillation from whisper-large-v2. This dual approach allows us to effectively boost ASR performance while keeping the robustness inherited from the multitask and multilingual pre-training. Results demonstrate that our approach is more effective than standard fine-tuning or LoRA adapters, boosting performance in the targeted languages for both in- and out-of-domain test sets, while introducing only a negligible parameter overhead at inference.",3/12/2024,5/29/2025 11:30,5/29/2025 11:30,5/29/2025 11:30,,,,,arXiv,en,,arXiv.org,arXiv:2311.01070 [cs],,C:\Users\damru\Zotero\storage\6NNWMTYH\Ferraz et al. - 2024 - Multilingual DistilWhisper Efficient Distillation of Multi-task Speech Models via Language-Specific.pdf,,,Computer Science - Sound; Electrical Engineering and Systems Science - Audio and Speech Processing; Computer Science - Computation and Language
4CRJSR2A,preprint,2020,"Chen, Guoguo; Na, Xingyu; Wang, Yongqing; Yan, Zhiyong; Zhang, Junbo; Ma, Sifan; Wang, Yujun","Data Augmentation For Children's Speech Recognition -- The ""Ethiopian"" System For The SLT 2021 Children Speech Recognition Challenge",,,,10.48550/arXiv.2011.04547,http://arxiv.org/abs/2011.04547,"This paper presents the “Ethiopian” system for the SLT 2021 Children Speech Recognition Challenge. Various data processing and augmentation techniques are proposed to tackle children’s speech recognition problem, especially the lack of the children’s speech recognition training data issue. Detailed experiments are designed and conducted to show the effectiveness of each technique, across different speech recognition toolkits and model architectures. Step by step, we explain how we come up with our ﬁnal system, which provides the state-of-the-art results in the SLT 2021 Children Speech Recognition Challenge, with 21.66% CER on the Track 1 evaluation set (4th place overall), and 16.53% CER on the Track 2 evaluation set (1st place overall). Post-challenge analysis shows that our system actually achieves 18.82% CER on the Track 1 evaluation set, but we submitted the wrong version to the challenge organizer for Track 1.",11/9/2020,5/29/2025 11:31,5/29/2025 11:31,5/29/2025 11:31,,,,,arXiv,en,,arXiv.org,arXiv:2011.04547 [cs],,C:\Users\damru\Zotero\storage\75NQ996J\Chen et al. - 2020 - Data Augmentation For Children's Speech Recognition -- The Ethiopian System For The SLT 2021 Child.pdf,,,Computer Science - Sound; Electrical Engineering and Systems Science - Audio and Speech Processing
LBAF3R2G,journalArticle,2014,"Duarte, Joana",Language development in mono- and multilingual children: A longitudinal approach,Diskurs Kindheits- und Jugendforschung,,,10.3224/DISKURS.V9I3.16624,https://www.academia.edu/80730786/Language_development_in_mono_and_multilingual_children_A_longitudinal_approach,Both theoretical considerations and empirical results have emphasized the need for longitudinal data in order to gain a more fine-grained insight into the processes of language acquisition and development. Based on data from a two-wave study on the,1/1/2014,5/29/2025 16:01,5/29/2025 16:01,5/29/2025 16:01,,,,,,,,www.academia.edu,,,C:\Users\damru\Zotero\storage\J7EDVHNG\Language_development_in_mono_and_multilingual_children_A_longitudinal_approach.html; C:\Users\damru\Zotero\storage\M6EDJG6Z\Duarte - 2014 - Language development in mono- and multilingual children A longitudinal approach.pdf,,,
6NWR3H9Q,journalArticle,2024,"Attia, Ahmed Adel; Liu, Jing; Ai, Wei; Demszky, Dorottya; Espy-Wilson, Carol",Kid-Whisper: Towards Bridging the Performance Gap in Automatic Speech Recognition for Children VS. Adults,"Proceedings of the AAAI/ACM Conference on AI, Ethics, and Society",,3065-8365,10.1609/aies.v7i1.31618,https://ojs.aaai.org/index.php/AIES/article/view/31618,"Recent advancements in Automatic Speech Recognition (ASR) systems, exemplified by Whisper, have demonstrated the potential of these systems to approach human-level performance given sufficient data. However, this progress doesn’t readily extend to ASR for children due to the lim- ited availability of suitable child-specific databases and the distinct characteristics of children’s speech. A recent study investigated leveraging the My Science Tutor (MyST) chil- dren’s speech corpus to enhance Whisper’s performance in recognizing children’s speech. They were able to demon- strate some improvement on a limited testset. This paper builds on these findings by enhancing the utility of the MyST dataset through more efficient data preprocessing. We reduce the Word Error Rate (WER) on the MyST testset 13.93% to 9.11% with Whisper-Small and from 13.23% to 8.61% with Whisper-Medium and show that this improvement can be generalized to unseen datasets. We also highlight important challenges towards improving children’s ASR performance and the effect of fine-tuning in improving the transcription of disfluent speech.",10/16/2024,5/29/2025 16:43,5/29/2025 16:43,5/29/2025 16:43,74-80,1,7,,,en,Copyright (c) 2024 Association for the Advancement of Artificial Intelligence,ojs.aaai.org,Number: 1,,C:\Users\damru\Zotero\storage\A8IBXJC3\Attia et al. - 2024 - Kid-Whisper Towards Bridging the Performance Gap in Automatic Speech Recognition for Children VS. A.pdf,,,
AQCM8ZQ2,conferencePaper,2009,"Barnard, Etienne; Davel, Marelie; Heerden, Charl Van",ASR corpus design for resource-scarce languages,Interspeech 2009,,,10.21437/Interspeech.2009-727,https://www.isca-archive.org/interspeech_2009/barnard09_interspeech.html,"We investigate the number of speakers and the amount of data that is required for the development of useable speakerindependent speech-recognition systems in resource-scarce languages. Our experiments employ the Lwazi corpus, which contains speech in the eleven ofﬁcial languages of South Africa. We ﬁnd that a surprisingly small number of speakers (fewer than 50) and around 10 to 20 hours of speech per language are sufﬁcient for the purposes of acceptable phone-based recognition.",9/6/2009,5/29/2025 16:45,5/29/2025 16:45,5/29/2025 16:45,2847-2850,,,,ISCA,en,,DOI.org (Crossref),,,C:\Users\damru\Zotero\storage\AZV4EP9H\Barnard et al. - 2009 - ASR corpus design for resource-scarce languages.pdf,,,
GLXEK57X,webpage,2021,,(PDF) Towards inclusive automatic speech recognition,ResearchGate,,,,https://www.researchgate.net/publication/374063854_Towards_inclusive_automatic_speech_recognition,"ResearchGate is a network dedicated to science and research. Connect, collaborate and discover scientific publications, jobs and conferences. All for free.",3/28/2021,5/29/2025 16:48,5/29/2025 16:48,5/29/2025 16:48,,,,,,en,,,,,,,,
KUXSGJZ9,journalArticle,2023,"Feng, Siyuan; Halpern, Bence Mark; Kudina, Olya; Scharenborg, Odette",Towards inclusive automatic speech recognition,Computer Speech and Language,,0885-2308,10.1016/j.csl.2023.101567,http://www.scopus.com/inward/record.url?scp=85171763233&partnerID=8YFLogxK,"Practice and recent evidence show that state-of-the-art (SotA) automatic speech recognition (ASR) systems do not perform equally well for all speaker groups. Many factors can cause this bias against different speaker groups. This paper, for the first time, systematically quantifies and finds speech recognition bias against gender, age, regional accents and non-native accents, and investigates the origin of this bias by investigating bias cross-lingually (i.e., Dutch and Mandarin) and for two different SotA ASR architectures (a hybrid DNN-HMM and an attention based end-to-end (E2E) model) through a phoneme error analysis. The results show that only a fraction of the bias can be explained by pronunciation differences between speaker groups, and that in order to mitigate bias, language- and architecture specific solutions need to be found.",2023,5/29/2025 16:48,5/29/2025 16:48,5/29/2025 16:48,,101567,84,,,,,TU Delft Research Portal,,,C:\Users\damru\Zotero\storage\MUGTEXUC\Feng et al. - 2023 - Towards inclusive automatic speech recognition.pdf,,,Accent; Age; Bias; Gender; Inclusive automatic speech recognition
